hip,name,ra_deg,dec_deg,dist_pc,spec_type,gal_lat,exoplanet,bl_paper
49081,HIP49081,150.252917,31.923611,14.8000,G1V,52.8535,1,E17
49127,HIP49127,150.405417,-15.424722,26.1000,K3V,30.7784,0,E17
49197,HIP49197,150.617917,44.578333,27.7000,K0,52.1255,0,E17
49366,HIP49366,151.157083,-11.729444,23.1000,K0,33.9108,0,E17
49544,HIP49544,151.737083,2.964167,22.3000,M0,43.8773,0,E17
49593,HIP49593,151.857500,35.244444,27.9000,A7V,54.2602,0,E17
49669,HIP49669,152.092917,11.966944,23.7000,B7V,48.9340,0,E17
49699,HIP49699,152.179583,34.242222,18.0000,K0,54.5403,1,E17
49809,HIP49809,152.524583,-12.815833,27.3000,F2/F3IV,34.0813,0,E17
49841,HIP49841,152.647083,-12.353889,35.1000,K0III,34.4961,0,E17
49868,HIP49868,152.743750,75.141111,21.2000,M0,37.9717,0,E17
GJ380,GJ380,152.842083,49.453889,4.8600,K7.0V,52.1456,0,E17
49969,HIP49969,153.019583,-2.684722,12.3000,M0,41.3959,0,E17
49973,HIP49973,153.034167,-18.617778,17.0000,K7V,30.1436,0,E17
49986,HIP49986,153.073750,-3.745556,7.8100,M3,40.7422,0,E17
50070,HIP50070,153.345000,-51.232778,49.8000,A7V,4.2660,0,E17
50075,HIP50075,153.352917,-33.031667,22.7000,G0V,19.0945,0,E17
50125,HIP50125,153.489167,52.506667,22.8000,K5,51.3121,0,E17
50191,HIP50191,153.684167,-42.121667,31.5000,A2V,11.8826,0,E17
50341,HIP50341,154.191667,-11.961667,13.7000,M0,35.8236,0,E17
50372,HIP50372,154.274167,42.914167,41.2000,A2IV,55.0831,0,E17
50384,HIP50384,154.310417,23.106111,22.7000,F8Vw,54.9993,0,E17
50485,HIP50485,154.636667,43.048333,35.6000,G5,55.3066,0,E17
50505,HIP50505,154.716667,44.048056,20.6000,G5,55.0972,0,E17
GJ388,GJ388,154.901667,19.869167,4.8800,M2.5V,54.5802,0,E17
50564,HIP50564,154.934167,19.470833,21.1000,F6IV,54.4765,0,E17
50583,HIP50583,154.993333,19.841389,38.5000,K0III,54.6525,1,E17
50782,HIP50782,155.539583,11.310000,26.8000,G5,51.5781,0,E17
50888,HIP50888,155.872083,-38.009722,40.4000,A8V,16.2199,0,E17
50921,HIP50921,155.980417,-29.645278,22.0000,G5V,23.1523,1,E17
50944,HIP50944,156.062083,10.405833,27.2000,K4.5,51.5641,0,E17
50954,HIP50954,156.098750,-74.031389,16.2000,F2IV,-14.0184,0,E17
51007,HIP51007,156.295000,10.228611,12.4000,M0,51.6687,0,E17
51138,HIP51138,156.698333,-62.902500,27.0000,K5,-4.5099,0,E17
51248,HIP51248,157.016250,48.784722,23.5000,G1V,54.9211,0,E17
51254,HIP51254,157.043333,6.735000,25.1000,K0,50.3707,0,E17
51271,HIP51271,157.097917,-51.705000,24.2000,K4V,5.1450,0,E17
51317,HIP51317,157.231250,0.840833,7.2300,M2,46.8871,1,E17
51384,HIP51384,157.422917,84.251944,40.7000,F0IV,31.7568,0,E17
51459,HIP51459,157.656667,55.980278,12.8000,F8V,51.7027,0,E17
51468,HIP51468,157.695833,59.750833,22.3000,K5,49.5014,0,E17
51502,HIP51502,157.769583,82.558333,21.4000,F2V,33.1246,0,E17
51525,HIP51525,157.850833,45.525833,15.6000,K7V,56.7278,0,E17
51547,HIP51547,157.930000,57.115833,17.4000,M0,51.1770,0,E17
51658,HIP51658,158.307917,40.425278,34.3000,A7IV,58.6153,0,E17
51814,HIP51814,158.790417,57.082500,26.4000,F1V,51.5741,0,E17
51819,HIP51819,158.797083,84.399167,21.0000,K0,31.7197,0,E17
51933,HIP51933,159.135000,-12.230000,24.5000,F7V,38.8163,0,E17
51986,HIP51986,159.325417,-48.225556,26.5000,A3m+...,8.8683,0,E17
52190,HIP52190,159.935000,-37.920278,14.6000,---,18.0042,0,E17
52296,HIP52296,160.288750,-36.895278,16.3000,M0V,19.0300,0,E17
52316,HIP52316,160.350833,-1.741389,34.3000,K1IV,47.4200,0,E17
52341,HIP52341,160.465833,-36.633333,16.3000,K7V,19.3277,0,E17
52369,HIP52369,160.555417,-13.787500,23.4000,G2/G3V,38.4546,0,E17
52422,HIP52422,160.757917,26.325556,45.4000,A4Vn,61.3950,0,E17
52462,HIP52462,160.867917,-29.064167,21.5000,K1V,25.9929,0,E17
52469,HIP52469,160.887083,46.203611,35.6000,F5III,58.3917,0,E17
52470,HIP52470,160.890833,48.213889,25.2000,G5,57.4691,0,E17
LHS288,LHS288,161.088333,-61.209722,4.7600,M5.5V,-2.0185,0,E17
52596,HIP52596,161.319583,-30.807222,13.8000,---,24.7054,0,E17
52600,HIP52600,161.339583,38.511667,14.1000,M2,61.3519,0,E17
52708,HIP52708,161.653750,-24.585278,20.1000,K5V,30.1654,0,E17
52727,HIP52727,161.692500,-49.420000,35.4000,G5III S,8.5726,0,E17
LHS292,LHS292,162.052500,-11.336944,4.5300,M6.5V,41.2890,0,E17
DEN1048,DENIS-P J1048.0-3956,162.061250,-39.935000,4.0200,M8.5V,17.0662,0,E17
53020,HIP53020,162.717083,6.808056,5.6300,M4:,54.9121,0,E17
53229,HIP53229,163.327917,34.214722,29.9000,K0III-I,63.7338,0,E17
53252,HIP53252,163.372917,-20.138611,31.3000,F6V,34.7749,0,E17
53253,HIP53253,163.373750,-58.853056,29.6000,K0III-I,0.5993,0,E17
GJ406,GJ406,164.121667,7.014722,2.3800,M5.5V,56.1206,0,E17
53486,HIP53486,164.128333,7.388333,17.5000,K0,56.3641,0,E17
53580,HIP53580,164.408750,69.596389,23.0000,M0,44.4414,0,E17
53721,HIP53721,164.866667,40.430000,14.0000,G0V,63.3692,1,E17
53767,HIP53767,165.017917,22.832778,6.6200,M3,64.4542,0,E17
53824,HIP53824,165.186667,6.101389,46.2000,A5III,56.3240,0,E17
53910,HIP53910,165.460417,56.382222,24.3000,A1V,54.8043,0,E17
53954,HIP53954,165.582500,20.179722,37.9000,A1m,64.1272,0,E17
53985,HIP53985,165.659583,21.966944,11.6000,K,64.7793,1,E17
GJ411,GJ411,165.834167,35.970000,2.5400,M2.0V,65.4316,1,E17
54061,HIP54061,165.932083,61.750833,37.9000,F7V com,51.0088,0,E17
54155,HIP54155,166.172917,-4.220833,24.6000,G5,49.4172,0,E17
54182,HIP54182,166.254167,7.335833,28.9000,F2III-I,57.9363,0,E17
GJ412A,GJ412A,166.369167,43.526389,4.8600,M1.0V,63.0717,0,E17
GJ412B,GJ412B,166.376667,43.521667,4.8600,M5.5V,63.0787,0,E17
54288,HIP54288,166.595417,-35.748333,25.5000,K5,22.4168,0,E17
54418,HIP54418,167.026250,-28.268056,26.8000,K7V,29.3119,0,E17
54426,HIP54426,167.058333,38.426389,22.7000,K0,65.6599,0,E17
54459,HIP54459,167.132500,15.767500,25.9000,K0,63.5732,0,E17
54532,HIP54532,167.380417,-24.598611,10.6000,M:,32.7319,0,E17
54646,HIP54646,167.771667,30.445833,11.9000,K8V,67.8104,1,E17
54651,HIP54651,167.794583,10.950833,20.8000,K5V,61.4162,0,E17
54677,HIP54677,167.887917,-14.991389,22.7000,K4V,41.4052,0,E17
54704,HIP54704,168.005000,-26.136389,21.6000,G8/K0V,31.6088,0,E17
54745,HIP54745,168.135000,35.813889,21.7000,G0V,67.2754,0,E17
54746,HIP54746,168.137917,-49.100833,49.9000,A2III,10.6399,0,E17
54810,HIP54810,168.305000,4.482222,17.9000,K5V,57.4224,0,E17
54872,HIP54872,168.527083,20.523611,17.6000,A4V,66.8275,0,E17
54906,HIP54906,168.638333,25.710278,21.2000,K1V,68.2955,1,E17
54922,HIP54922,168.700833,-23.104722,22.6000,K4V,34.6088,0,E17
54952,HIP54952,168.799583,73.475000,14.6000,K5,41.9359,0,E17
54966,HIP54966,168.837083,-18.145000,20.6000,K7V,39.0852,0,E17
55052,HIP55052,169.028333,-30.178056,25.2000,---,28.3302,0,E17
55119,HIP55119,169.281250,-27.813333,17.5000,M0V,30.5769,0,E17
55210,HIP55210,169.591667,-5.067222,21.9000,G8V,50.7266,0,E17
55360,HIP55360,170.020000,65.846389,9.0900,M1Vvar,48.7361,0,E17
55454,HIP55454,170.361250,-20.453611,13.1000,K4/K5V,37.6670,0,E17
55691,HIP55691,171.167917,-61.647500,12.8000,K7V+...,-0.4907,0,E17
55705,HIP55705,171.220417,-17.683889,25.7000,A9V,40.5162,0,E17
55718,HIP55718,171.249167,40.003333,22.7000,M0,67.9626,0,E17
55779,HIP55779,171.429583,-63.972222,27.4000,F7V,-2.6483,0,E17
55846,HIP55846,171.688750,3.013056,17.6000,K0IV,58.5112,0,E17
55848,HIP55848,171.692917,3.006111,17.9000,K2V,58.5083,1,E17
56035,HIP56035,172.269167,61.778333,32.8000,F5Vawva,52.7266,0,E17
56153,HIP56153,172.645833,-57.133611,22.2000,K4V,4.0275,0,E17
56157,HIP56157,172.674167,-8.095000,13.9000,---,49.7111,0,E17
56199,HIP56199,172.804583,63.157500,23.3000,M0,51.6606,0,E17
56238,HIP56238,172.930833,22.666944,16.1000,---,71.4043,0,E17
56242,HIP56242,172.937083,14.364444,23.0000,G0V,67.4721,0,E17
56244,HIP56244,172.943750,-41.046389,10.4000,M,19.3682,0,E17
56343,HIP56343,173.250417,-31.857500,39.6000,G8III,28.1259,0,E17
56445,HIP56445,173.591667,3.060000,26.5000,F5V,59.6869,0,E17
56452,HIP56452,173.622917,-32.831111,9.5300,K0V,27.3136,0,E17
56528,HIP56528,173.862500,-32.539722,9.0300,M2V,27.6550,1,E17
56630,HIP56630,174.170417,39.190556,24.3000,M0,70.3134,0,E17
56802,HIP56802,174.666667,-13.201667,26.9000,F7V,45.9734,0,E17
56809,HIP56809,174.687083,45.108333,23.2000,G0V,66.9019,0,E17
56829,HIP56829,174.748750,42.328611,19.7000,K5V,68.8149,0,E17
56998,HIP56998,175.260417,-44.405000,12.5000,K5V,16.6781,1,E17
56997,HIP56997,175.262500,34.201389,9.5400,G8Vvar,73.3247,0,E17
57274,HIP57274,176.170833,30.959167,25.8000,K8,74.9323,1,E17
57328,HIP57328,176.320833,8.258056,36.6000,A4V,65.4798,0,E17
57363,HIP57363,176.401667,-66.728611,39.3000,A7III,-4.6846,0,E17
57443,HIP57443,176.629583,-40.500278,9.2300,G3/G5V,20.7101,0,E17
57493,HIP57493,176.764583,50.971667,24.6000,M0V:p,63.2129,0,E17
57494,HIP57494,176.765833,-11.823889,24.6000,K2,48.0332,0,E17
57507,HIP57507,176.815833,-30.286389,17.7000,G5V,30.5721,0,E17
GJ447,GJ447,176.935000,0.804167,3.3500,M4.0V,59.5588,0,E17
57632,HIP57632,177.265000,14.571944,11.0000,A3Vvar,70.7997,0,E17
57757,HIP57757,177.673750,1.764722,10.9000,F8V,60.7559,0,E17
57802,HIP57802,177.780417,35.271944,8.5500,M1V,74.7740,0,E17
57866,HIP57866,178.034583,18.755000,25.3000,K2,74.0054,0,E17
58001,HIP58001,178.457500,53.694722,25.6000,A0V SB,61.3849,0,E17
58293,HIP58293,179.317917,-26.141389,26.7000,K3/K4V,35.1584,0,E17
58345,HIP58345,179.484167,-27.706944,10.1000,K4V,33.6803,0,E17
58374,HIP58374,179.548750,-23.923611,26.0000,K3V,37.3557,1,E17
58451,HIP58451,179.791667,-20.353611,20.8000,K2V,40.8601,1,E17
58576,HIP58576,180.185417,10.445833,12.9000,K0IV,69.4857,0,E17
58684,HIP58684,180.528333,43.045556,33.9000,A7m,71.2007,0,E17
58803,HIP58803,180.915000,-42.433889,24.2000,F6V,19.5707,0,E17
59000,HIP59000,181.461250,-18.875000,22.5000,K5V,42.6882,0,E17
59072,HIP59072,181.720417,-64.613611,19.6000,F2III,-2.1539,0,E17
59199,HIP59199,182.103333,-24.728611,14.7000,F0IV/V,37.1156,0,E17
59280,HIP59280,182.405417,40.251944,24.3000,K0V,74.2821,0,E17
59296,HIP59296,182.479167,-46.208333,20.1000,K5V,16.0615,0,E17
59378,HIP59378,182.737083,41.057778,21.2000,M2V,73.7698,0,E17
59406,HIP59406,182.799167,-19.960556,12.7000,---,41.9130,0,E17
59496,HIP59496,183.021667,58.926389,28.3000,K5,57.4748,0,E17
59504,HIP59504,183.049583,77.616111,33.6000,A5m,39.3052,0,E17
59514,HIP59514,183.087083,54.485556,15.3000,M2,61.7216,1,E17
59608,HIP59608,183.357917,10.262222,49.5000,A2m,70.9039,0,E17
59750,HIP59750,183.794167,10.312222,22.5000,F5V,71.1383,0,E17
59774,HIP59774,183.856667,57.032500,24.9000,A3Vvar,59.4171,0,E17
59780,HIP59780,183.862917,-31.093889,20.1000,K5V,31.1481,0,E17
59816,HIP59816,183.992917,5.640000,25.8000,K8,66.9128,0,E17
60303,HIP60303,185.475417,42.133611,15.9000,M0V,73.8276,0,E17
60310,HIP60310,185.499167,-41.059167,24.1000,K4V,21.4717,0,E17
60559,HIP60559,186.218750,-18.242222,8.8800,M4,44.1747,0,E17
60759,HIP60759,186.807083,27.024444,27.5000,K2V,84.6105,0,E17
60866,HIP60866,187.131667,-18.297222,24.9000,K4V,44.2362,0,E17
60910,HIP60910,187.240000,8.425278,13.5000,M:,70.5552,0,E17
60965,HIP60965,187.466250,-16.515278,26.9000,B9.5V,46.0438,0,E17
60994,HIP60994,187.520000,-13.393056,24.9000,G1/G2V,49.1485,0,E17
61053,HIP61053,187.708750,53.076389,21.9000,F9V,63.7706,0,E17
61084,HIP61084,187.791667,-57.113056,26.9000,M4III,5.6499,0,E17
61094,HIP61094,187.815833,8.810556,13.4000,M0:,71.0713,0,E17
61099,HIP61099,187.826250,20.217778,25.2000,K0,81.6957,0,E17
61100,HIP61100,187.828750,55.118611,23.7000,K2V,61.7712,0,E17
61174,HIP61174,188.017500,-16.195833,18.2000,F2V,46.4218,0,E17
61212,HIP61212,188.150000,-13.858889,36.9000,F3IV/V,48.7587,0,E17
GJ473AB,GJ473,188.322500,9.020833,4.3800,M5.0V,71.3915,0,E17
61291,HIP61291,188.380833,-68.755556,16.1000,K0V,-5.9405,0,E17
61317,HIP61317,188.435417,41.357222,8.3700,G0V,75.3142,0,E17
61329,HIP61329,188.498750,-14.638611,25.5000,K3/K4V,48.0192,0,E17
61451,HIP61451,188.889583,-34.881667,21.6000,K4V,27.8765,0,E17
61468,HIP61468,188.939583,-41.021667,34.5000,A7III,21.7531,0,E17
61481,HIP61481,188.963750,51.221389,26.2000,K0,65.7267,0,E17
61622,HIP61622,189.425833,-48.541111,40.3000,A2V,14.2681,0,E17
61621,HIP61621,189.426250,-27.138889,34.5000,F0V,35.6326,0,E17
61792,HIP61792,189.962917,-77.843056,26.8000,K5V,-14.9855,0,E17
61874,HIP61874,190.192917,-43.566111,7.6600,M4,19.2633,0,E17
61901,HIP61901,190.277083,15.376667,14.2000,K2,78.0057,0,E17
61941,HIP61941,190.415000,-1.449167,11.8000,F0V+...,61.3258,0,E17
61946,HIP61946,190.435417,55.724444,23.2000,K3V,61.3502,0,E17
62145,HIP62145,191.060417,51.759167,15.0000,K3V,65.3318,0,E17
62207,HIP62207,191.247500,39.278889,17.3000,G0V,77.7754,0,E17
62229,HIP62229,191.310000,-57.357778,20.1000,K3V,5.5039,0,E17
62268,HIP62268,191.408750,-60.981111,38.2000,K1III,1.8827,0,E17
62471,HIP62471,192.041667,-24.804444,18.7000,K0,38.0613,0,E17
62472,HIP62472,192.044583,-24.806389,19.8000,K4/K5V,38.0594,0,E17
62505,HIP62505,192.134583,-15.719444,21.1000,K2V,47.1465,0,E17
62512,HIP62512,192.164583,60.319722,24.1000,F5V,56.8051,0,E17
62523,HIP62523,192.195833,24.840000,17.1000,G7V,87.6353,0,E17
62687,HIP62687,192.681667,-0.768056,10.7000,M0.5V,62.1032,0,E17
62956,HIP62956,193.507083,55.959722,24.8000,A0p,61.1647,0,E17
63076,HIP63076,193.869167,65.438333,28.8000,A5n,51.6846,0,E17
63121,HIP63121,194.001667,38.314722,25.0000,F0V,78.7726,0,E17
63257,HIP63257,194.433333,-14.463333,23.1000,K4V,48.3804,0,E17
63366,HIP63366,194.756667,-9.833889,21.0000,K0V,52.9921,0,E17
63406,HIP63406,194.886667,41.986667,24.1000,G9V,75.0494,0,E17
63467,HIP63467,195.070833,-2.704722,25.8000,K7V,60.0909,0,E17
63490,HIP63490,195.136250,-33.505000,40.0000,F3V,29.3282,0,E17
63503,HIP63503,195.182083,56.366111,24.9000,F2V,60.7147,0,E17
63510,HIP63510,195.194167,12.375556,11.4000,M2,75.0858,1,E17
63550,HIP63550,195.331667,-63.195000,16.8000,---,-0.3447,0,E17
63608,HIP63608,195.544167,10.958889,31.3000,G8IIIva,73.6345,0,E17
63613,HIP63613,195.567917,-71.548611,27.8000,K2III,-8.6951,0,E17
63618,HIP63618,195.586250,-26.786944,17.5000,K4V,36.0211,0,E17
63742,HIP63742,195.957083,-5.161667,22.1000,G5V,57.5714,0,E17
63762,HIP63762,196.029583,87.115278,24.3000,K0,30.0084,0,E17
63833,HIP63833,196.239583,-52.442778,15.7000,K8V,10.3740,1,E17
63894,HIP63894,196.422500,49.471667,21.8000,K0,67.4887,0,E17
63942,HIP63942,196.564167,20.729167,18.5000,M0,82.7615,0,E17
64048,HIP64048,196.896250,34.401667,23.8000,K3III,81.9440,0,E17
64241,HIP64241,197.497083,17.529167,14.3000,F5V,79.4891,0,E17
64394,HIP64394,197.968333,27.878056,9.1500,G0V,85.4073,0,E17
64457,HIP64457,198.182500,-2.265000,20.4000,K0,60.1621,1,E17
64475,HIP64475,198.226250,-30.711667,26.7000,K1IV/V,31.9333,0,E17
64550,HIP64550,198.467500,-45.185556,24.4000,G2V,17.5057,0,E17
64577,HIP64577,198.545417,-19.930833,38.6000,G8III/I,42.6196,0,E17
64583,HIP64583,198.562917,-59.103056,18.0000,F7IV,3.6388,0,E17
64690,HIP64690,198.860000,-87.560556,24.6000,G5IV-V,-24.7019,0,E17
64725,HIP64725,198.995000,-19.943056,38.9000,K1III,42.5548,0,E17
64792,HIP64792,199.193750,9.423889,17.9000,G0Vs,71.3122,1,E17
64797,HIP64797,199.212917,17.016944,11.2000,K2V,78.3053,1,E17
64924,HIP64924,199.601250,-18.311111,8.5200,G5V,44.0927,1,E17
65011,HIP65011,199.890000,35.110000,13.1000,M0,80.0100,0,E17
65026,HIP65026,199.940417,47.777778,10.3000,K0,68.6216,0,E17
65109,HIP65109,200.149167,-36.712222,17.9000,A2V,25.7920,0,E17
65143,HIP65143,200.242083,34.278889,16.0000,M0,80.4448,1,E17
65327,HIP65327,200.847083,57.906111,25.1000,M0V,58.7123,0,E17
65343,HIP65343,200.886667,29.237222,18.5000,K5,82.6188,0,E17
65352,HIP65352,200.913333,2.723056,16.0000,G5,64.4060,0,E17
65355,HIP65355,200.920000,2.725000,16.7000,G5,64.4060,0,E17
65378,HIP65378,200.981250,54.925278,23.9000,A2V,61.5792,0,E17
65420,HIP65420,201.138333,-5.163889,30.0000,F3V,56.7304,0,E17
65477,HIP65477,201.306250,54.987778,24.8000,A5V SB,61.4688,0,E17
65515,HIP65515,201.439583,56.970278,21.8000,G9IV-V,59.5387,0,E17
65520,HIP65520,201.453750,-28.373889,16.2000,M,33.8888,0,E17
65530,HIP65530,201.499583,63.261111,21.3000,G6V,53.4279,0,E17
65714,HIP65714,202.087917,-2.360278,14.1000,M4+...,59.1983,0,E17
65859,HIP65859,202.499167,10.376944,7.6200,M1V,70.9447,1,E17
66077,HIP66077,203.185833,16.810833,13.7000,M4Ve,75.9375,0,E17
66147,HIP66147,203.385000,8.586667,18.4000,K0,68.9529,0,E17
66193,HIP66193,203.513333,33.228333,22.9000,K5IV,78.9633,0,E17
66222,HIP66222,203.589583,4.667222,20.5000,M0.5V:,65.3167,0,E17
66249,HIP66249,203.673333,-0.595556,22.4000,A3V,60.3886,0,E17
66252,HIP66252,203.680000,-8.341944,19.7000,K7V,53.0119,0,E17
66459,HIP66459,204.370000,35.717500,10.9000,M9,76.9699,0,E17
66492,HIP66492,204.463333,48.138056,21.9000,M0...,67.1287,0,E17
66675,HIP66675,205.029583,-4.185833,14.5000,M0V,56.5516,0,E17
66704,HIP66704,205.096667,50.519167,25.2000,F7.7V,64.8179,0,E17
66765,HIP66765,205.267500,-34.463889,15.6000,K1V,27.2972,0,E17
66781,HIP66781,205.305833,56.726944,23.7000,K0IV-V,59.0962,0,E17
66840,HIP66840,205.482083,-0.128889,23.7000,M0V,60.1636,0,E17
66886,HIP66886,205.608333,-1.686111,24.2000,K7V,58.6774,0,E17
67090,HIP67090,206.271250,17.785278,13.0000,---,74.4983,0,E17
67105,HIP67105,206.311250,8.835833,20.9000,K2,67.7198,0,E17
67153,HIP67153,206.421667,-33.043611,19.2000,F3V,28.4634,0,E17
67155,HIP67155,206.432500,14.891389,5.4300,M3V,72.4129,0,E17
67164,HIP67164,206.461250,-17.968056,11.3000,M:,43.0137,0,E17
67275,HIP67275,206.815417,17.456667,15.5000,F7V,73.8890,1,E17
67301,HIP67301,206.885000,49.313056,30.8000,B3V SB,65.3227,0,E17
67422,HIP67422,207.266667,26.979722,13.6000,K2,77.1754,0,E17
67487,HIP67487,207.436667,-22.110833,14.1000,K4/K5V,38.7822,0,E17
67601,HIP67601,207.774583,-53.735000,26.9000,K3V,8.1089,0,E17
67620,HIP67620,207.834583,-24.390278,19.9000,G5V,36.4936,0,E17
67691,HIP67691,208.000000,49.950833,14.0000,K5,64.4000,0,E17
67742,HIP67742,208.149583,-50.921667,16.4000,K1V,10.7895,0,E17
67808,HIP67808,208.365000,12.942500,20.8000,M0,69.7081,0,E17
67960,HIP67960,208.760833,-29.090278,16.7000,K5/M0V,31.7536,0,E17
67986,HIP67986,208.836667,-76.270556,26.6000,K2V,-13.8799,0,E17
68030,HIP68030,208.958333,14.056389,24.2000,F6V,70.0904,0,E17
68184,HIP68184,209.383750,61.492778,10.1000,K3V,53.8932,0,E17
68337,HIP68337,209.830833,22.869722,23.8000,K,74.0554,0,E17
68469,HIP68469,210.263333,-2.654722,10.1000,K5,55.8135,1,E17
68634,HIP68634,210.737083,14.975278,26.1000,G5,69.4025,0,E17
68682,HIP68682,210.885000,10.786667,16.6000,G8V,66.4471,0,E17
68895,HIP68895,211.592917,-26.682222,31.0000,K2III,33.2525,0,E17
68933,HIP68933,211.670417,-36.369722,18.6000,K0IIIb,24.0763,0,E17
69357,HIP69357,212.942500,-12.611667,23.0000,K1V,45.7371,0,E17
69414,HIP69414,213.188333,-3.320000,22.2000,G0,53.7793,0,E17
69454,HIP69454,213.303750,-56.741944,11.7000,M2V:,4.3609,0,E17
69454,HIP69454,213.303750,-56.741944,11.7000,M2V:,4.3609,0,E17
69483,HIP69483,213.370833,51.789722,47.5000,A8IV,60.9137,0,E17
69526,HIP69526,213.487917,30.216944,17.3000,K5,71.6660,0,E17
69562,HIP69562,213.589167,-15.355833,26.4000,K4V,42.9927,0,E17
69671,HIP69671,213.911250,-45.000556,21.0000,F9V,15.3596,0,E17
69673,HIP69673,213.915417,19.182222,11.2000,K2IIIp,69.1111,0,E17
69713,HIP69713,214.041250,51.367222,29.8000,A9V,60.9624,0,E17
69732,HIP69732,214.095833,46.088056,29.7000,A0sh,64.6664,0,E17
69824,HIP69824,214.351667,45.444444,18.6000,M0,64.9474,0,E17
69896,HIP69896,214.557917,-81.007500,42.8000,A2m...,-18.7311,0,E17
69962,HIP69962,214.742917,-6.603611,21.5000,K7V,50.1694,0,E17
69965,HIP69965,214.753750,-25.815278,17.7000,F7Vw,33.0121,0,E17
69972,HIP69972,214.770000,-59.378889,11.8000,K3V,1.6148,0,E17
69989,HIP69989,214.817917,13.004167,26.0000,F5IV,65.0752,0,E17
70016,HIP70016,214.895417,-5.151111,20.7000,K1V,51.3249,0,E17
70035,HIP70035,214.964583,-61.272778,48.3000,Am,-0.2028,0,E17
70218,HIP70218,215.488333,29.629444,14.4000,K5V,69.9664,0,E17
70319,HIP70319,215.813750,1.241389,17.5000,G1V,56.0168,0,E17
70400,HIP70400,216.047083,5.820000,46.3000,A5V,59.3297,0,E17
70475,HIP70475,216.233333,8.887500,14.3000,M:,61.3530,0,E17
70497,HIP70497,216.299167,51.850556,14.5000,F7V,59.6527,0,E17
70529,HIP70529,216.431250,23.616944,16.7000,M1,68.4476,0,E17
70536,HIP70536,216.444583,23.620278,15.7000,M2,68.4366,0,E17
70857,HIP70857,217.342917,80.809722,19.5000,G5,35.4149,0,E17
70865,HIP70865,217.373750,15.532500,14.2000,M3,64.4614,0,E17
GJ551,GJ551,217.429167,-62.679444,1.3000,M5.0V,-1.9271,0,E17
70950,HIP70950,217.687500,35.453611,21.9000,K3V,67.2876,1,E17
70952,HIP70952,217.692083,63.185556,31.7000,F4IV,50.4715,0,E17
70956,HIP70956,217.698750,-8.646111,16.5000,K7V,46.8804,0,E17
71075,HIP71075,218.019583,38.308056,26.1000,A7IIIva,66.1724,0,E17
71181,HIP71181,218.370417,52.908611,13.4000,K3V,58.0096,0,E17
71253,HIP71253,218.570000,-12.519444,6.1100,M4,43.1544,1,E17
71284,HIP71284,218.670000,29.745000,15.4000,F3Vwvar,67.2009,0,E17
71311,HIP71311,218.740833,33.746667,20.3000,K8,66.7965,0,E17
71395,HIP71395,219.002500,9.746389,16.5000,K0,59.8371,1,E17
GJ559B,GJ559B,219.896250,-60.836944,1.3300,K0V,-0.6812,0,E17
GJ559A,GJ559A,219.902083,-60.833889,1.3300,G2.0V,-0.6796,0,E17
71743,HIP71743,220.129583,-16.209167,23.5000,G6V,39.2230,0,E17
71855,HIP71855,220.468750,-75.139444,20.3000,G5V,-13.7963,0,E17
71908,HIP71908,220.626667,-64.975000,16.4000,F1Vp,-4.5916,0,E17
71914,HIP71914,220.640417,19.479722,22.4000,M0,63.4304,0,E17
71957,HIP71957,220.765000,-5.658056,18.6000,F2III,47.5370,0,E17
72044,HIP72044,221.050000,22.185278,26.3000,M0,63.9652,0,E17
72146,HIP72146,221.350833,13.846111,19.5000,K0,60.2958,0,E17
72197,HIP72197,221.500417,-25.443056,30.4000,F0V+G,30.6263,0,E17
72220,HIP72220,221.562083,1.892778,39.4000,A0V,52.6803,0,E17
72237,HIP72237,221.597083,16.496667,17.5000,K5V,61.3694,0,E17
72312,HIP72312,221.817083,2.703056,19.6000,G8V,53.0688,0,E17
72493,HIP72493,222.348750,-67.235833,23.9000,K0V,-6.9330,0,E17
72567,HIP72567,222.565833,23.911667,17.9000,G2V,63.0621,0,E17
72603,HIP72603,222.671667,-15.997222,23.6000,F3V,38.0711,0,E17
72607,HIP72607,222.676250,74.155278,38.7000,K4IIIva,40.5028,1,E17
72622,HIP72622,222.719583,-16.041667,23.6000,A3IV,38.0084,0,E17
72659,HIP72659,222.847500,19.100278,6.6900,G8V+K,61.3561,0,E17
72688,HIP72688,222.918750,-24.303889,16.9000,K3V,30.9542,0,E17
72848,HIP72848,223.349167,19.152778,11.5000,K2V,60.9354,0,E17
72875,HIP72875,223.423333,23.345000,22.9000,K3V,62.1644,0,E17
72944,HIP72944,223.621667,16.100833,9.8100,M2Ve,59.4543,0,E17
72944,HIP72944,223.621667,16.100833,9.8100,M2Ve,59.4543,0,E17
73005,HIP73005,223.795833,53.680278,23.9000,K1V,55.0386,0,E17
73100,HIP73100,224.095833,49.628333,24.8000,F7V,57.1728,0,E17
73165,HIP73165,224.295833,-4.346389,27.9000,F0V,46.2708,0,E17
73184,HIP73184,224.366667,-21.415278,5.9000,K4V,32.6770,0,E17
73457,HIP73457,225.180833,-11.135000,19.5000,K7V,40.5323,0,E17
73470,HIP73470,225.231667,45.426111,11.6000,M0,58.4697,0,E17
73631,HIP73631,225.765000,-46.293611,24.8000,K5V,10.7582,0,E17
73633,HIP73633,225.775417,-41.992500,24.3000,K3V,14.4901,0,E17
