hip,name,ra_deg,dec_deg,dist_pc,spec_type,gal_lat,exoplanet,bl_paper
98316,HIP98316,299.637500,-54.936667,22.7000,K3V,-31.3872,0,E17
98416,HIP98416,299.947083,-9.958056,24.5000,F8V,-19.6589,0,E17
98421,HIP98421,299.964167,-34.697778,48.0000,A4/A5IV,-28.3450,0,E17
98470,HIP98470,300.084583,-33.703333,20.8000,F7V,-28.1820,0,E17
98505,HIP98505,300.182083,22.710833,19.2000,G5,-3.9222,1,E17
98677,HIP98677,300.642500,15.591944,19.3000,G7V,-8.0045,0,E17
98698,HIP98698,300.695833,3.326111,13.1000,K4V,-14.2225,1,E17
98767,HIP98767,300.905833,29.896667,15.8000,G6IV+..,-0.6725,1,E17
98792,HIP98792,300.967083,23.340556,15.5000,K1V,-4.2045,0,E17
98819,HIP98819,301.025833,17.070000,17.6000,G1V,-7.5508,0,E17
98828,HIP98828,301.041667,25.790000,21.6000,K3V,-2.9614,0,E17
98906,HIP98906,301.259167,54.434167,15.8000,M3,11.9774,0,E17
98921,HIP98921,301.290833,38.478333,18.8000,G5IV,3.6373,0,E17
98959,HIP98959,301.386667,-67.320833,17.7000,G2V,-31.9896,1,E17
99031,HIP99031,301.590833,35.972222,24.1000,K0IV,2.0941,0,E17
99137,HIP99137,301.896250,-55.015833,23.2000,F8V,-32.6858,0,E17
99150,HIP99150,301.937500,-31.753889,14.6000,M,-29.1650,0,E17
99240,HIP99240,302.181667,-66.181944,6.1000,G5IV-Vv,-32.4165,0,E17
99316,HIP99316,302.392917,16.805556,24.3000,K0...,-8.8025,0,E17
99385,HIP99385,302.581667,-20.493333,15.6000,K4Vp,-26.1656,0,E17
99427,HIP99427,302.718333,77.238889,16.7000,K5,22.2061,0,E17
99452,HIP99452,302.775417,16.187778,20.4000,K1V,-9.4406,1,E17
99461,HIP99461,302.799583,-36.101111,6.0500,K2V,-30.9245,0,E17
99572,HIP99572,303.107917,-12.617500,28.0000,F5V,-23.5897,0,E17
99655,HIP99655,303.349583,56.567500,46.7000,A3IV-Vn,12.0575,0,E17
99701,HIP99701,303.472500,-45.163889,6.2000,M0V,-32.9747,0,E17
99711,HIP99711,303.499167,-0.866667,19.8000,K0,-18.6976,1,E17
99742,HIP99742,303.569167,15.197500,47.0000,A2V,-10.6138,0,E17
99764,HIP99764,303.617500,-7.281944,20.3000,K7V,-21.7578,0,E17
99770,HIP99770,303.633333,36.806111,41.0000,A2V,1.1715,1,E17
99825,HIP99825,303.822500,-27.032778,8.8200,K3V,-29.3974,1,E17
99880,HIP99880,303.969167,42.978889,24.4000,M0,4.3790,0,E17
100017,HIP100017,304.380417,66.853611,17.5000,G3V,16.9145,0,E17
100064,HIP100064,304.513750,-12.544722,33.3000,G6/G8II,-24.8100,0,E17
100184,HIP100184,304.824167,-47.580000,29.4000,F5V,-34.1366,0,E17
100223,HIP100223,304.903750,-46.428056,17.9000,K5V,-34.0974,0,E17
100511,HIP100511,305.718333,14.550833,26.1000,F8V,-12.7135,0,E17
100852,HIP100852,306.720833,-37.402778,39.6000,K1IV,-34.2613,0,E17
100859,HIP100859,306.759583,49.383333,37.6000,F0V:,6.3959,0,E17
100923,HIP100923,306.923750,-27.747500,15.4000,M3,-32.2400,0,E17
100925,HIP100925,306.934167,-30.867778,19.4000,G6/G8V,-33.0638,0,E17
101027,HIP101027,307.215000,-17.813611,30.2000,F3V,-29.2701,0,E17
101093,HIP101093,307.395417,62.993889,41.5000,A7III,13.7946,0,E17
101150,HIP101150,307.544583,26.842778,23.1000,M2,-7.2235,0,E17
101180,HIP101180,307.633333,65.449444,7.9600,M3,15.0586,0,E17
101262,HIP101262,307.883750,33.775833,26.1000,K5,-3.4068,0,E17
101382,HIP101382,308.215000,41.898333,22.2000,G9V,1.1935,0,E17
101612,HIP101612,308.895417,-60.581667,27.5000,F1III,-36.0908,0,E17
101772,HIP101772,309.391667,-47.291389,31.0000,K0III,-37.2083,0,E17
101955,HIP101955,309.907083,4.971944,18.5000,K5V,-21.3253,0,E17
101997,HIP101997,310.049167,-23.773611,14.6000,G8/K0V,-33.7782,0,E17
102040,HIP102040,310.187917,19.935278,20.9000,G5V,-13.2165,0,E17
102101,HIP102101,310.367500,57.429722,23.9000,M0,9.3801,0,E17
102141,HIP102141,310.463333,-32.435000,10.2000,Mpe,-36.3427,0,E17
102186,HIP102186,310.578333,-52.699167,12.1000,K7V,-37.8489,0,E17
102226,HIP102226,310.705833,20.844444,25.3000,K0,-13.0766,0,E17
102253,HIP102253,310.795833,66.657222,42.5000,A8V,14.6819,0,E17
102264,HIP102264,310.816667,-29.423889,22.4000,G3/G5V,-35.9746,0,E17
102332,HIP102332,311.002500,-21.355556,26.1000,K7V,-33.8493,0,E17
102333,HIP102333,311.009583,-51.920833,24.1000,A6:var,-38.1625,0,E17
102409,HIP102409,311.289583,-31.340833,9.9400,M1Ve,-36.8024,1,E17
102422,HIP102422,311.322500,61.838611,14.3000,K0IV,11.6434,0,E17
102485,HIP102485,311.523750,-25.270833,14.6000,F5V,-35.5005,0,E17
102488,HIP102488,311.552917,33.970000,22.0000,K0III,-5.7156,0,E17
102531,HIP102531,311.662083,16.123889,31.5000,A2Ia+..,-16.5762,0,E17
102532,HIP102532,311.664583,16.124167,31.1000,K1IV,-16.5780,0,E17
102766,HIP102766,312.317500,32.284722,23.6000,K2,-7.2654,0,E17
102805,HIP102805,312.407500,12.545000,29.5000,F5V,-19.2311,0,E17
102843,HIP102843,312.520417,44.059167,42.2000,A4me...,0.0339,0,E17
102851,HIP102851,312.544167,29.383889,20.6000,K5V,-9.2250,0,E17
102870,HIP102870,312.637917,52.899444,22.4000,K5,5.5696,0,E17
103039,HIP103039,313.137500,-16.974722,5.4800,---,-34.2153,0,E17
103096,HIP103096,313.332500,62.154167,7.0400,M2V,11.0908,0,E17
103256,HIP103256,313.778750,13.176667,22.7000,K3V,-19.9573,0,E17
103388,HIP103388,314.194167,10.448333,14.7000,M4,-21.8674,0,E17
103389,HIP103389,314.197083,-26.296111,21.0000,F7V,-38.0953,0,E17
103441,HIP103441,314.355833,22.362500,13.6000,M3,-14.8634,0,E17
103458,HIP103458,314.417083,-44.129167,21.6000,G0V,-40.6786,0,E17
103650,HIP103650,315.014167,70.668611,25.7000,K2,15.8714,0,E17
103673,HIP103673,315.089583,-51.265278,28.5000,F5IV-V,-40.7444,0,E17
103768,HIP103768,315.412917,-32.524444,20.4000,K5V,-40.4622,1,E17
103800,HIP103800,315.494167,-6.318611,13.8000,M3,-31.8180,0,E17
103859,HIP103859,315.670000,45.884722,19.3000,K2,-0.4772,0,E17
103910,HIP103910,315.807917,-56.963333,14.1000,M4,-40.2522,0,E17
104019,HIP104019,316.101250,-19.855000,48.4000,A5V,-37.8602,0,E17
104092,HIP104092,316.332083,7.069167,14.8000,K5,-25.5319,0,E17
104139,HIP104139,316.486667,-17.232778,48.5000,A1V,-37.2883,0,E17
GJ820A,GJ820A,316.724583,38.749167,3.4900,K5.0V,-5.8182,0,E17
GJ820B,GJ820B,316.730417,38.741667,3.4900,K7.0V,-5.8266,0,E17
104239,HIP104239,316.793333,-13.922778,17.6000,K1V,-36.2950,0,E17
104383,HIP104383,317.189583,-4.426667,26.3000,M1,-32.3856,0,E17
104436,HIP104436,317.336250,-82.027222,24.2000,G3V,-31.4299,1,E17
104440,HIP104440,317.343333,-73.172778,18.7000,G3IV,-35.6145,0,E17
104521,HIP104521,317.585417,10.131389,35.2000,F0p,-24.7631,0,E17
104644,HIP104644,317.956667,-43.613611,14.3000,M1:,-43.2370,0,E17
104887,HIP104887,318.697917,38.045278,20.9000,F1IV,-7.4323,0,E17
105038,HIP105038,319.135417,9.393611,16.1000,K2,-26.4296,0,E17
GJ825,GJ825,319.313750,-38.867222,3.9400,K9.0V,-44.2567,0,E17
105152,HIP105152,319.512500,0.161389,19.2000,K2,-32.0060,0,E17
105184,HIP105184,319.613750,-43.334444,23.7000,G5V,-44.4495,0,E17
105199,HIP105199,319.645000,62.585556,14.9000,A7IV-V,9.1719,0,E17
105312,HIP105312,319.940000,-26.352778,18.7000,G5V,-43.0982,0,E17
105319,HIP105319,319.966667,-53.449167,29.7000,A5V,-43.3198,0,E17
105341,HIP105341,320.057500,-19.852222,16.3000,K5V,-41.3713,0,E17
105406,HIP105406,320.255833,40.345000,26.5000,F8V,-6.7050,0,E17
105668,HIP105668,321.047917,-12.878056,48.0000,F0V,-39.6445,0,E17
105675,HIP105675,321.062917,-58.692222,25.3000,K3V,-42.5011,0,E17
105712,HIP105712,321.169167,-68.227778,20.4000,G5V,-38.9099,0,E17
105769,HIP105769,321.331667,46.714167,34.3000,F0V,-2.7342,0,E17
105858,HIP105858,321.610833,-65.366111,9.2100,F6V,-40.2922,0,E17
105860,HIP105860,321.611250,19.375556,46.0000,A8m,-21.9785,0,E17
105905,HIP105905,321.743750,-56.125000,23.1000,K3V,-43.6291,0,E17
105911,HIP105911,321.755417,-44.808333,23.5000,K0V,-45.8749,0,E17
105932,HIP105932,321.820417,-6.844167,16.2000,M0,-37.5871,0,E17
105932,HIP105932,321.820417,-6.844167,16.2000,M0,-37.5871,0,E17
106106,HIP106106,322.403333,17.643056,6.7400,M4,-23.6891,0,E17
106147,HIP106147,322.511667,-12.510000,18.0000,K4/K5V,-40.7842,0,E17
106231,HIP106231,322.757083,23.335278,25.0000,K8,-20.0927,0,E17
106400,HIP106400,323.254583,62.002222,23.1000,K,7.5774,0,E17
GJ832,GJ832,323.391667,-49.008611,4.9400,M1.5V,-46.3498,1,E17
106481,HIP106481,323.495000,45.591667,38.1000,G8III,-4.5796,0,E17
106559,HIP106559,323.712917,-20.084167,27.1000,F5V,-44.6962,0,E17
106696,HIP106696,324.171667,-50.845278,14.7000,K2V,-46.4331,0,E17
106811,HIP106811,324.501667,27.723611,13.1000,---,-18.1413,0,E17
106897,HIP106897,324.755000,20.265278,39.1000,F2V,-23.5522,0,E17
107022,HIP107022,325.124167,-74.074167,22.1000,G8V,-37.0653,0,E17
107089,HIP107089,325.369167,-77.390000,21.1000,K0III,-35.1889,1,E17
107143,HIP107143,325.542500,-41.124722,23.5000,K5V,-48.9729,0,E17
107346,HIP107346,326.125000,41.597222,20.2000,K0,-8.8263,0,E17
107350,HIP107350,326.130417,14.771944,18.3000,G0V,-28.2692,1,E17
107522,HIP107522,326.649167,-57.703333,19.0000,K7V,-45.6029,0,E17
107556,HIP107556,326.760000,-16.127222,11.8000,A5mF2,-46.0131,0,E17
107625,HIP107625,327.000000,-40.255833,23.7000,K3V,-50.1454,0,E17
107649,HIP107649,327.065833,-47.303333,15.6000,G2V,-49.1063,0,E17
107705,HIP107705,327.274167,-72.102222,16.1000,M2Ve,-38.7066,0,E17
107711,HIP107711,327.299583,-41.558889,13.4000,M6,-50.2438,0,E17
107772,HIP107772,327.499167,-41.245000,22.4000,M0,-50.4274,1,E17
107788,HIP107788,327.536250,17.285833,33.4000,F2III-I,-27.5164,0,E17
107975,HIP107975,328.124583,28.793333,27.6000,F6IVwva,-19.5379,0,E17
108028,HIP108028,328.272500,20.930278,23.9000,K0,-25.4118,0,E17
108036,HIP108036,328.324167,-13.551667,27.6000,F3IV,-46.3512,0,E17
108092,HIP108092,328.495833,41.778889,23.2000,M2,-9.8271,0,E17
108156,HIP108156,328.687500,32.328333,20.3000,K0,-17.1907,0,E17
108159,HIP108159,328.688750,-46.992500,15.1000,M3,-50.2521,0,E17
108162,HIP108162,328.713750,-77.337778,26.3000,K3IV,-35.7948,1,E17
108162,HIP108162,328.713750,-77.337778,26.3000,K3IV,-35.7948,1,E17
108506,HIP108506,329.729167,-4.373056,36.0000,K2V,-43.0308,0,E17
108567,HIP108567,329.883750,-60.932778,23.2000,K7,-45.6355,0,E17
108569,HIP108569,329.894583,-59.752778,11.8000,M2,-46.2174,0,E17
108752,HIP108752,330.454167,16.467222,16.4000,M2,-30.0628,0,E17
108782,HIP108782,330.542917,1.400000,10.3000,M0,-40.2972,0,E17
GJ845A,GJ845A,330.840417,-56.785833,3.6200,K4.0V,-48.0450,0,E17
108917,HIP108917,330.947917,64.627778,31.1000,Am,7.3658,0,E17
109176,HIP109176,331.752917,25.345000,11.7000,F5V,-24.2586,0,E17
109268,HIP109268,332.058333,-46.960833,31.0000,B7IV,-52.4738,0,E17
109285,HIP109285,332.095833,-32.988333,39.9000,A2V,-54.4570,0,E17
109378,HIP109378,332.374583,-7.548611,21.2000,G0,-46.9652,1,E17
109388,HIP109388,332.417917,-4.640556,8.7700,M3,-45.3989,1,E17
109422,HIP109422,332.536667,-32.548333,18.7000,F6V,-54.8143,0,E17
109427,HIP109427,332.550000,6.197778,29.6000,A2V,-38.7171,0,E17
109474,HIP109474,332.661667,70.132500,32.6000,F2V,11.4095,0,E17
109527,HIP109527,332.799583,36.256111,22.4000,K0,-16.2374,0,E17
109555,HIP109555,332.875417,18.426111,11.4000,M2,-30.1881,0,E17
109638,HIP109638,333.149583,8.553056,13.8000,M3,-37.5337,1,E17
109822,HIP109822,333.659167,-15.818333,38.1000,K0/K1V,-51.9865,0,E17
109821,HIP109821,333.661250,-41.381667,22.1000,G5V,-54.9790,0,E17
109857,HIP109857,333.759167,57.043333,25.7000,F0IV,0.3942,0,E17
109926,HIP109926,333.975417,54.672778,21.4000,K1V,-1.6376,0,E17
109980,HIP109980,334.132500,68.339722,23.9000,K5,9.6433,0,E17
110066,HIP110066,334.414167,-48.650278,25.3000,K3V,-53.3988,0,E17
110078,HIP110078,334.460833,-77.511389,38.4000,F3III,-36.5857,0,E17
110109,HIP110109,334.565000,-53.626944,13.6000,G1V,-51.3872,0,E17
110341,HIP110341,335.232500,8.186667,31.7000,F6V,-39.2539,0,E17
110395,HIP110395,335.414167,-1.387222,48.3000,A0V,-45.8422,0,E17
110443,HIP110443,335.567500,-54.560556,13.3000,K7V,-51.4489,1,E17
110506,HIP110506,335.783333,-45.928333,40.6000,F3III-I,-55.2353,0,E17
110526,HIP110526,335.871250,32.459167,16.0000,M0...,-20.7997,0,E17
110640,HIP110640,336.189583,22.551111,21.3000,M0,-28.9728,0,E17
110712,HIP110712,336.463333,-75.015556,23.0000,G3IV,-38.7339,0,E17
110750,HIP110750,336.556250,-19.188333,26.7000,K3/K4V,-55.8183,0,E17
110774,HIP110774,336.636250,63.879167,25.0000,K7,5.3543,0,E17
110778,HIP110778,336.642917,-16.741944,20.0000,G3V,-54.9797,0,E17
GJ860B,GJ860B,336.998333,57.695833,4.0300,M4.0V,-0.0031,0,E17
GJ860A,GJ860A,337.001667,57.696944,4.0300,M3.0V,-0.0031,0,E17
110935,HIP110935,337.157083,-67.488889,43.5000,A3V,-44.2623,0,E17
110951,HIP110951,337.191250,18.931667,22.5000,---,-32.4105,0,E17
110996,HIP110996,337.313333,-30.018333,15.4000,K4V,-58.7733,0,E17
111169,HIP111169,337.822917,50.282222,31.3000,A1V,-6.5983,0,E17
111170,HIP111170,337.826250,-6.555000,25.5000,F7V,-50.8984,0,E17
111188,HIP111188,337.876250,-32.345833,45.4000,A1V,-59.3171,0,E17
111313,HIP111313,338.259167,9.377778,12.8000,M0V:,-40.4278,0,E17
111449,HIP111449,338.673333,-20.708056,22.7000,F7V,-58.1995,0,E17
111685,HIP111685,339.374583,39.380833,18.8000,M2,-16.5249,0,E17
111766,HIP111766,339.624167,-65.378333,14.8000,---,-46.4410,0,E17
GJ866,GJ866,339.639167,-15.301944,3.4500,M5.0V,-56.9799,0,E17
111802,HIP111802,339.690000,-20.621111,8.6400,M0Vpe,-59.0739,0,E17
111888,HIP111888,339.961667,4.116111,22.6000,K2,-45.4479,0,E17
111960,HIP111960,340.180833,-29.674444,13.5000,K4/K5V,-61.2365,0,E17
111978,HIP111978,340.230000,-31.990000,26.7000,G8/K0V,-61.3148,0,E17
111983,HIP111983,340.244583,-46.201944,22.9000,K5V,-57.9912,0,E17
112117,HIP112117,340.653750,-47.210556,23.5000,G0,-57.7986,0,E17
112190,HIP112190,340.838750,-6.400556,21.5000,K0,-53.1981,1,E17
112245,HIP112245,341.024167,64.570556,25.1000,G8V,4.9988,0,E17
GJ873,GJ873,341.707083,44.333889,5.0400,M3.5V,-13.0694,0,E17
112496,HIP112496,341.806667,18.384444,26.6000,G0,-35.4307,0,E17
112527,HIP112527,341.882917,83.696944,19.9000,K2,21.6819,1,E17
112623,HIP112623,342.138750,-51.316667,39.7000,A3V,-56.5266,0,E17
112724,HIP112724,342.420000,66.200278,35.3000,K0III,6.1749,0,E17
112748,HIP112748,342.500833,24.601389,35.7000,M2III,-30.5583,0,E17
112774,HIP112774,342.580833,-7.090000,13.9000,K5,-54.9832,0,E17
112870,HIP112870,342.860000,13.969722,21.0000,K0,-39.6340,0,E17
112909,HIP112909,342.972917,31.754167,14.2000,M3.5Ve,-24.5921,0,E17
112915,HIP112915,343.002083,57.716667,24.2000,K5III,-1.5333,0,E17
112918,HIP112918,343.010417,23.413056,27.1000,K8,-31.8149,0,E17
112935,HIP112935,343.100417,9.835556,26.8000,F7IV,-43.1075,0,E17
GJ876,GJ876,343.319583,-14.263333,4.6600,M3.5V,-59.6298,1,E17
113283,HIP113283,344.100417,-31.565278,7.6300,K4Vp,-64.6175,0,E17
113357,HIP113357,344.366667,20.768611,15.3000,G5V,-34.7275,1,E17
113368,HIP113368,344.412917,-29.622222,7.6800,A3V,-64.9098,0,E17
113409,HIP113409,344.526250,-13.642500,27.0000,K2V:,-60.3215,0,E17
113421,HIP113421,344.564583,-2.395278,19.7000,G8IV,-53.3238,1,E17
113576,HIP113576,345.067083,-22.524167,8.1400,K5/M0V,-64.4140,0,E17
113638,HIP113638,345.220000,-52.753889,34.4000,G8III,-57.1581,0,E17
113697,HIP113697,345.407500,-44.988333,25.7000,K5V,-61.7549,0,E17
113718,HIP113718,345.464583,-3.848611,16.9000,K4V,-54.9854,0,E17
113829,HIP113829,345.770833,20.918333,24.2000,G5V,-35.2631,0,E17
113860,HIP113860,345.874167,-34.749167,28.5000,A9V,-65.7203,0,E17
113944,HIP113944,346.125833,66.764167,20.0000,M1V:,6.0511,0,E17
113963,HIP113963,346.190417,15.205000,42.8000,B9.5III,-40.3814,0,E17
GJ887,GJ887,346.466667,-35.852778,3.2700,M1.0V,-65.9570,1,E17
114156,HIP114156,346.779583,-23.159444,21.1000,K5V,-66.1047,0,E17
114189,HIP114189,346.869583,21.134167,39.9000,A5V,-35.5752,1,E17
114233,HIP114233,347.029167,3.328889,15.6000,M1V:,-50.6456,0,E17
114361,HIP114361,347.420833,-67.732778,15.0000,K5V,-46.5957,0,E17
114379,HIP114379,347.489167,47.958333,25.2000,K0Ve,-11.5299,0,E17
114411,HIP114411,347.565417,-25.931111,15.6000,---,-67.3756,0,E17
114416,HIP114416,347.585833,-68.838889,20.8000,K3V,-45.7057,0,E17
114430,HIP114430,347.613333,43.544167,28.2000,F5IV,-15.6257,0,E17
114456,HIP114456,347.708750,45.512222,23.4000,K0,-13.8416,0,E17
114570,HIP114570,348.137500,49.406111,24.4000,F0V,-10.3573,0,E17
114622,HIP114622,348.320833,57.168333,6.5200,K3Vvar,-3.1986,1,E17
114622,HIP114622,348.320833,57.168333,6.5200,K3Vvar,-3.1986,1,E17
114886,HIP114886,349.075833,30.670000,24.1000,K2V,-27.8976,0,E17
114924,HIP114924,349.176250,53.213333,20.2000,F7V,-7.0588,0,E17
114948,HIP114948,349.240417,-62.001111,20.5000,F7V,-51.7598,0,E17
114971,HIP114971,349.291250,3.282222,40.1000,G7III,-52.0273,0,E17
114980,HIP114980,349.322500,-66.937778,27.1000,K5V,-47.6609,0,E17
114986,HIP114986,349.336667,-66.919167,27.2000,K5v...,-47.6796,0,E17
115123,HIP115123,349.772500,-60.520556,19.2000,K7V,-53.1153,0,E17
115142,HIP115142,349.850000,-5.124167,34.8000,F3IV,-58.9406,0,E17
115147,HIP115147,349.860833,79.003333,19.7000,G9V,16.9381,0,E17
115331,HIP115331,350.402083,44.097778,21.9000,K1V,-15.8646,0,E17
115341,HIP115341,350.435417,45.175833,20.9000,K2,-14.8640,0,E17
115445,HIP115445,350.770417,10.764167,19.4000,K2V,-46.4680,0,E17
115562,HIP115562,351.127083,57.854167,13.1000,M2,-3.0842,0,E17
115738,HIP115738,351.733333,1.255556,49.7000,A0p,-55.0828,0,E17
116003,HIP116003,352.555833,-20.390833,14.7000,M2Ve,-70.2645,0,E17
116085,HIP116085,352.842500,59.165278,16.8000,K2V,-2.1255,0,E17
116106,HIP116106,352.881250,-4.087222,26.2000,F8V,-60.0893,0,E17
116215,HIP116215,353.205833,-16.845556,13.9000,K5/M0V,-69.1179,0,E17
116384,HIP116384,353.751250,1.605278,19.3000,M0,-55.8783,1,E17
116416,HIP116416,353.856667,31.161111,23.4000,G5,-28.9552,0,E17
116491,HIP116491,354.076250,-48.588056,23.7000,M0,-64.0691,0,E17
116495,HIP116495,354.097083,2.102222,30.9000,F6Vbwva,-55.6292,0,E17
116584,HIP116584,354.390833,46.458056,25.8000,G8III-I,-14.5364,0,E17
116613,HIP116613,354.493750,46.199444,23.1000,G5,-14.8045,0,E17
116727,HIP116727,354.836667,77.632222,13.7000,K1IV,15.3154,1,E17
116745,HIP116745,354.905833,-72.721944,11.3000,K3V,-43.3829,1,E17
116758,HIP116758,354.946250,-14.221944,41.0000,A7IV,-68.8939,0,E17
116763,HIP116763,354.963750,-32.743333,18.6000,K1V,-73.5331,0,E17
116771,HIP116771,354.987500,5.626111,13.7000,F7V,-52.9641,0,E17
116819,HIP116819,355.157917,-18.988889,26.2000,G5V,-71.8201,0,E17
116838,HIP116838,355.214167,20.365833,25.3000,K2,-39.5247,0,E17
GJ905,GJ905,355.477917,44.175000,3.1600,M5.5V,-16.9425,0,E17
116936,HIP116936,355.544167,-2.576667,23.5000,M0,-60.3768,0,E17
116971,HIP116971,355.680417,-14.544722,47.2000,B9V,-69.6435,0,E17
117197,HIP117197,356.456250,36.255000,19.6000,M0,-24.7594,0,E17
117410,HIP117410,357.107083,-12.987222,27.0000,K8,-69.5747,0,E17
117452,HIP117452,357.231250,-28.130278,43.9000,A0V,-76.1273,0,E17
117463,HIP117463,357.255000,3.181111,26.6000,G5,-56.1563,0,E17
117473,HIP117473,357.302083,2.401111,5.9600,M2V,-56.8797,0,E17
117542,HIP117542,357.562083,-29.401667,25.2000,K1V,-76.3466,0,E17
117559,HIP117559,357.616250,30.353056,24.8000,M0,-30.7008,0,E17
117712,HIP117712,358.105417,75.544444,10.7000,K3V,13.1033,0,E17
117779,HIP117779,358.285833,29.018056,22.4000,---,-32.1429,0,E17
117795,HIP117795,358.332500,59.945000,27.3000,K8,-2.1095,0,E17
117815,HIP117815,358.416250,-65.946944,25.8000,G0V,-50.1450,0,E17
117828,HIP117828,358.458750,-75.632500,10.1000,M...,-40.9671,0,E17
117946,HIP117946,358.860833,22.193056,25.4000,K0,-38.8544,0,E17
118008,HIP118008,359.044583,-39.052222,22.0000,K3V,-73.4215,0,E17
118121,HIP118121,359.396250,-64.298056,48.7000,A1V,-51.8357,0,E17
118162,HIP118162,359.528333,50.447500,24.1000,G5,-11.5298,0,E17
118212,HIP118212,359.681250,46.728889,17.3000,M0,-15.1869,0,E17
118261,HIP118261,359.807083,-26.048611,24.4000,K3/K4V,-78.2835,0,E17
118278,HIP118278,359.868333,-20.034444,25.7000,G8V,-76.1544,0,E17
118310,HIP118310,359.949167,6.663889,25.3000,K5,-53.9705,0,E17
